1,walk,8,0001024,13.209
1,walk,8,0001136,13.305
1,walk,8,0001260,13.149
1,walk,8,0001398,13.248
1,walk,8,0001552,13.290
1,walk,8,0001722,13.136
1,walk,8,0001910,13.119
1,walk,8,0002120,13.222
1,walk,8,0002352,13.344
1,walk,8,0002610,13.131
1,walk,8,0002896,13.113
1,walk,8,0003213,17.768
1,walk,8,0003565,13.102
1,walk,8,0003956,13.110
1,walk,8,0004389,14.510
1,walk,8,0004870,13.128
1,walk,8,0005404,13.318
1,walk,8,0005996,13.101
1,walk,8,0006653,13.110
1,walk,8,0007383,13.089
1,walk,8,0008192,13.523
1,walk,8,0009089,13.229
1,walk,8,0010085,13.113
1,walk,8,0011190,13.361
1,walk,8,0012416,13.104
1,walk,8,0013777,13.171
1,walk,8,0015286,13.101
1,walk,8,0016961,13.101
1,walk,8,0018820,13.109
1,walk,8,0020882,13.191
1,walk,8,0023170,13.107
1,walk,8,0025709,13.664
1,walk,8,0028526,13.168
1,walk,8,0031651,13.251
1,walk,8,0035119,13.297
1,walk,8,0038967,13.399
1,walk,8,0043237,13.721
1,walk,8,0047975,13.485
1,walk,8,0053231,13.442
1,walk,8,0059064,13.271
1,walk,8,0065536,13.280
1,walk,8,0072716,13.385
1,walk,8,0080684,13.300
1,walk,8,0089524,13.285
1,walk,8,0099334,13.352
1,walk,8,0110217,13.239
1,walk,8,0122294,13.288
1,walk,8,0135694,13.264
1,walk,8,0150562,13.277
1,walk,8,0167059,13.236
1,walk,8,0185363,13.241
1,walk,8,0205674,13.248
1,walk,8,0228209,13.236
1,walk,8,0253214,13.276
1,walk,8,0280958,11.100
1,walk,8,0311743,11.149
1,walk,8,0345901,11.019
1,walk,8,0383801,11.237
1,walk,8,0425854,11.144
1,walk,8,0472514,11.210
1,walk,8,0524288,11.371
1,walk,16,0001024,11.246
1,walk,16,0001136,11.137
1,walk,16,0001260,11.148
1,walk,16,0001398,10.972
1,walk,16,0001552,10.934
1,walk,16,0001722,10.970
1,walk,16,0001910,10.908
1,walk,16,0002120,10.950
1,walk,16,0002352,10.968
1,walk,16,0002610,10.940
1,walk,16,0002896,12.235
1,walk,16,0003213,10.932
1,walk,16,0003565,10.963
1,walk,16,0003956,10.916
1,walk,16,0004389,10.907
1,walk,16,0004870,10.897
1,walk,16,0005404,10.898
1,walk,16,0005996,10.973
1,walk,16,0006653,10.900
1,walk,16,0007383,10.896
1,walk,16,0008192,10.983
1,walk,16,0009089,10.889
1,walk,16,0010085,10.892
1,walk,16,0011190,10.927
1,walk,16,0012416,11.210
1,walk,16,0013777,10.933
1,walk,16,0015286,10.943
1,walk,16,0016961,10.904
1,walk,16,0018820,10.907
1,walk,16,0020882,11.268
1,walk,16,0023170,10.950
1,walk,16,0025709,10.934
1,walk,16,0028526,10.981
1,walk,16,0031651,11.059
1,walk,16,0035119,11.291
1,walk,16,0038967,11.321
1,walk,16,0043237,11.419
1,walk,16,0047975,11.336
1,walk,16,0053231,11.371
1,walk,16,0059064,11.373
1,walk,16,0065536,11.190
1,walk,16,0072716,11.227
1,walk,16,0080684,11.192
1,walk,16,0089524,11.206
1,walk,16,0099334,11.271
1,walk,16,0110217,11.165
1,walk,16,0122294,11.268
1,walk,16,0135694,11.272
1,walk,16,0150562,11.121
1,walk,16,0167059,11.140
1,walk,16,0185363,11.192
1,walk,16,0205674,11.123
1,walk,16,0228209,11.141
1,walk,16,0253214,11.255
1,walk,16,0280958,11.187
1,walk,16,0311743,11.157
1,walk,16,0345901,11.200
1,walk,16,0383801,11.246
1,walk,16,0425854,11.398
1,walk,16,0472514,11.798
1,walk,16,0524288,11.718
1,walk,32,0001024,11.088
1,walk,32,0001136,11.031
1,walk,32,0001260,11.016
1,walk,32,0001398,11.054
1,walk,32,0001552,10.961
1,walk,32,0001722,10.991
1,walk,32,0001910,10.951
1,walk,32,0002120,11.164
1,walk,32,0002352,10.895
1,walk,32,0002610,11.005
1,walk,32,0002896,10.935
1,walk,32,0003213,11.026
1,walk,32,0003565,11.026
1,walk,32,0003956,10.908
1,walk,32,0004389,10.902
1,walk,32,0004870,10.949
1,walk,32,0005404,10.963
1,walk,32,0005996,10.894
1,walk,32,0006653,10.914
1,walk,32,0007383,10.891
1,walk,32,0008192,10.888
1,walk,32,0009089,10.903
1,walk,32,0010085,10.946
1,walk,32,0011190,10.910
1,walk,32,0012416,10.910
1,walk,32,0013777,10.922
1,walk,32,0015286,11.248
1,walk,32,0016961,10.895
1,walk,32,0018820,10.947
1,walk,32,0020882,10.938
1,walk,32,0023170,10.914
1,walk,32,0025709,10.952
1,walk,32,0028526,11.236
1,walk,32,0031651,11.474
1,walk,32,0035119,11.316
1,walk,32,0038967,11.773
1,walk,32,0043237,12.005
1,walk,32,0047975,11.778
1,walk,32,0053231,11.689
1,walk,32,0059064,11.711
1,walk,32,0065536,11.584
1,walk,32,0072716,11.556
1,walk,32,0080684,11.541
1,walk,32,0089524,11.459
1,walk,32,0099334,11.473
1,walk,32,0110217,11.523
1,walk,32,0122294,11.636
1,walk,32,0135694,11.457
1,walk,32,0150562,11.365
1,walk,32,0167059,11.403
1,walk,32,0185363,11.400
1,walk,32,0205674,11.339
1,walk,32,0228209,11.411
1,walk,32,0253214,11.390
1,walk,32,0280958,11.341
1,walk,32,0311743,11.362
1,walk,32,0345901,11.406
1,walk,32,0383801,11.416
1,walk,32,0425854,11.424
1,walk,32,0472514,12.087
1,walk,32,0524288,12.377
1,walk,64,0001024,10.961
1,walk,64,0001136,11.678
1,walk,64,0001260,11.086
1,walk,64,0001398,10.972
1,walk,64,0001552,11.135
1,walk,64,0001722,10.943
1,walk,64,0001910,10.918
1,walk,64,0002120,11.053
1,walk,64,0002352,10.899
1,walk,64,0002610,10.936
1,walk,64,0002896,10.897
1,walk,64,0003213,11.031
1,walk,64,0003565,10.978
1,walk,64,0003956,10.943
1,walk,64,0004389,10.941
1,walk,64,0004870,10.960
1,walk,64,0005404,10.917
1,walk,64,0005996,10.960
1,walk,64,0006653,11.643
1,walk,64,0007383,10.956
1,walk,64,0008192,12.102
1,walk,64,0009089,10.917
1,walk,64,0010085,10.982
1,walk,64,0011190,10.901
1,walk,64,0012416,10.899
1,walk,64,0013777,10.904
1,walk,64,0015286,10.911
1,walk,64,0016961,11.162
1,walk,64,0018820,10.968
1,walk,64,0020882,10.935
1,walk,64,0023170,10.961
1,walk,64,0025709,10.930
1,walk,64,0028526,11.034
1,walk,64,0031651,11.300
1,walk,64,0035119,11.795
1,walk,64,0038967,12.611
1,walk,64,0043237,12.782
1,walk,64,0047975,12.956
1,walk,64,0053231,12.637
1,walk,64,0059064,12.662
1,walk,64,0065536,12.516
1,walk,64,0072716,12.542
1,walk,64,0080684,12.443
1,walk,64,0089524,12.491
1,walk,64,0099334,12.489
1,walk,64,0110217,12.554
1,walk,64,0122294,12.408
1,walk,64,0135694,12.350
1,walk,64,0150562,12.176
1,walk,64,0167059,12.307
1,walk,64,0185363,12.195
1,walk,64,0205674,12.213
1,walk,64,0228209,12.296
1,walk,64,0253214,12.171
1,walk,64,0280958,12.208
1,walk,64,0311743,12.220
1,walk,64,0345901,12.123
1,walk,64,0383801,12.477
1,walk,64,0425854,12.249
1,walk,64,0472514,13.223
1,walk,64,0524288,15.041
1,inc,8,0001024,19.506
1,inc,8,0001136,19.394
1,inc,8,0001260,23.892
1,inc,8,0001398,19.578
1,inc,8,0001552,19.273
1,inc,8,0001722,19.294
1,inc,8,0001910,19.334
1,inc,8,0002120,19.281
1,inc,8,0002352,19.290
1,inc,8,0002610,19.401
1,inc,8,0002896,19.253
1,inc,8,0003213,19.271
1,inc,8,0003565,19.413
1,inc,8,0003956,19.356
1,inc,8,0004389,19.316
1,inc,8,0004870,19.349
1,inc,8,0005404,19.317
1,inc,8,0005996,19.312
1,inc,8,0006653,19.276
1,inc,8,0007383,19.825
1,inc,8,0008192,19.281
1,inc,8,0009089,19.283
1,inc,8,0010085,19.262
1,inc,8,0011190,19.710
1,inc,8,0012416,19.280
1,inc,8,0013777,19.313
1,inc,8,0015286,19.304
1,inc,8,0016961,19.616
1,inc,8,0018820,19.278
1,inc,8,0020882,19.568
1,inc,8,0023170,19.633
1,inc,8,0025709,19.337
1,inc,8,0028526,19.336
1,inc,8,0031651,19.542
1,inc,8,0035119,19.510
1,inc,8,0038967,19.548
1,inc,8,0043237,19.555
1,inc,8,0047975,19.543
1,inc,8,0053231,19.536
1,inc,8,0059064,19.492
1,inc,8,0065536,19.736
1,inc,8,0072716,19.580
1,inc,8,0080684,19.429
1,inc,8,0089524,19.431
1,inc,8,0099334,19.422
1,inc,8,0110217,19.409
1,inc,8,0122294,19.402
1,inc,8,0135694,19.410
1,inc,8,0150562,19.406
1,inc,8,0167059,19.393
1,inc,8,0185363,19.410
1,inc,8,0205674,19.385
1,inc,8,0228209,19.424
1,inc,8,0253214,19.491
1,inc,8,0280958,19.420
1,inc,8,0311743,19.435
1,inc,8,0345901,19.422
1,inc,8,0383801,19.402
1,inc,8,0425854,19.409
1,inc,8,0472514,19.515
1,inc,8,0524288,19.541
1,inc,16,0001024,19.450
1,inc,16,0001136,19.352
1,inc,16,0001260,19.391
1,inc,16,0001398,19.269
1,inc,16,0001552,19.431
1,inc,16,0001722,21.853
1,inc,16,0001910,19.451
1,inc,16,0002120,19.546
1,inc,16,0002352,19.283
1,inc,16,0002610,19.283
1,inc,16,0002896,19.294
1,inc,16,0003213,19.446
1,inc,16,0003565,20.587
1,inc,16,0003956,19.263
1,inc,16,0004389,19.267
1,inc,16,0004870,19.342
1,inc,16,0005404,19.326
1,inc,16,0005996,19.269
1,inc,16,0006653,19.311
1,inc,16,0007383,19.261
1,inc,16,0008192,19.256
1,inc,16,0009089,19.359
1,inc,16,0010085,19.291
1,inc,16,0011190,19.258
1,inc,16,0012416,19.335
1,inc,16,0013777,19.294
1,inc,16,0015286,19.630
1,inc,16,0016961,19.605
1,inc,16,0018820,19.293
1,inc,16,0020882,19.316
1,inc,16,0023170,19.282
1,inc,16,0025709,19.468
1,inc,16,0028526,19.484
1,inc,16,0031651,19.595
1,inc,16,0035119,19.551
1,inc,16,0038967,19.719
1,inc,16,0043237,19.780
1,inc,16,0047975,19.730
1,inc,16,0053231,19.774
1,inc,16,0059064,19.619
1,inc,16,0065536,19.683
1,inc,16,0072716,19.710
1,inc,16,0080684,19.635
1,inc,16,0089524,19.570
1,inc,16,0099334,19.588
1,inc,16,0110217,19.522
1,inc,16,0122294,19.530
1,inc,16,0135694,19.501
1,inc,16,0150562,19.515
1,inc,16,0167059,19.529
1,inc,16,0185363,19.463
1,inc,16,0205674,19.529
1,inc,16,0228209,19.511
1,inc,16,0253214,19.544
1,inc,16,0280958,19.520
1,inc,16,0311743,19.527
1,inc,16,0345901,19.534
1,inc,16,0383801,19.501
1,inc,16,0425854,19.486
1,inc,16,0472514,19.529
1,inc,16,0524288,19.690
1,inc,32,0001024,19.628
1,inc,32,0001136,19.352
1,inc,32,0001260,19.655
1,inc,32,0001398,19.231
1,inc,32,0001552,19.491
1,inc,32,0001722,19.321
1,inc,32,0001910,19.353
1,inc,32,0002120,19.433
1,inc,32,0002352,19.297
1,inc,32,0002610,19.329
1,inc,32,0002896,21.105
1,inc,32,0003213,19.298
1,inc,32,0003565,19.456
1,inc,32,0003956,19.277
1,inc,32,0004389,19.361
1,inc,32,0004870,19.314
1,inc,32,0005404,19.279
1,inc,32,0005996,19.384
1,inc,32,0006653,19.962
1,inc,32,0007383,19.264
1,inc,32,0008192,19.255
1,inc,32,0009089,19.270
1,inc,32,0010085,19.278
1,inc,32,0011190,19.378
1,inc,32,0012416,19.258
1,inc,32,0013777,19.279
1,inc,32,0015286,19.277
1,inc,32,0016961,19.359
1,inc,32,0018820,19.296
1,inc,32,0020882,19.539
1,inc,32,0023170,19.592
1,inc,32,0025709,19.316
1,inc,32,0028526,19.456
1,inc,32,0031651,19.725
1,inc,32,0035119,19.739
1,inc,32,0038967,20.134
1,inc,32,0043237,20.157
1,inc,32,0047975,20.162
1,inc,32,0053231,20.097
1,inc,32,0059064,19.999
1,inc,32,0065536,19.855
1,inc,32,0072716,20.174
1,inc,32,0080684,19.970
1,inc,32,0089524,19.759
1,inc,32,0099334,19.795
1,inc,32,0110217,19.758
1,inc,32,0122294,19.759
1,inc,32,0135694,19.717
1,inc,32,0150562,19.748
1,inc,32,0167059,19.703
1,inc,32,0185363,19.688
1,inc,32,0205674,19.706
1,inc,32,0228209,19.700
1,inc,32,0253214,19.699
1,inc,32,0280958,19.756
1,inc,32,0311743,19.684
1,inc,32,0345901,19.670
1,inc,32,0383801,19.648
1,inc,32,0425854,19.653
1,inc,32,0472514,19.753
1,inc,32,0524288,20.019
1,inc,64,0001024,19.974
1,inc,64,0001136,19.587
1,inc,64,0001260,19.593
1,inc,64,0001398,19.351
1,inc,64,0001552,19.575
1,inc,64,0001722,19.560
1,inc,64,0001910,19.298
1,inc,64,0002120,19.327
1,inc,64,0002352,19.336
1,inc,64,0002610,19.303
1,inc,64,0002896,19.551
1,inc,64,0003213,19.293
1,inc,64,0003565,19.288
1,inc,64,0003956,19.308
1,inc,64,0004389,19.256
1,inc,64,0004870,21.532
1,inc,64,0005404,19.275
1,inc,64,0005996,19.267
1,inc,64,0006653,19.257
1,inc,64,0007383,19.268
1,inc,64,0008192,19.255
1,inc,64,0009089,19.260
1,inc,64,0010085,19.766
1,inc,64,0011190,19.255
1,inc,64,0012416,19.256
1,inc,64,0013777,19.259
1,inc,64,0015286,19.280
1,inc,64,0016961,19.529
1,inc,64,0018820,19.554
1,inc,64,0020882,19.381
1,inc,64,0023170,19.580
1,inc,64,0025709,19.353
1,inc,64,0028526,19.475
1,inc,64,0031651,19.867
1,inc,64,0035119,20.325
1,inc,64,0038967,20.811
1,inc,64,0043237,21.100
1,inc,64,0047975,21.051
1,inc,64,0053231,20.854
1,inc,64,0059064,20.780
1,inc,64,0065536,20.688
1,inc,64,0072716,20.928
1,inc,64,0080684,20.649
1,inc,64,0089524,20.461
1,inc,64,0099334,20.479
1,inc,64,0110217,20.382
1,inc,64,0122294,20.365
1,inc,64,0135694,20.360
1,inc,64,0150562,20.309
1,inc,64,0167059,20.230
1,inc,64,0185363,20.329
1,inc,64,0205674,20.210
1,inc,64,0228209,20.241
1,inc,64,0253214,20.220
1,inc,64,0280958,20.204
1,inc,64,0311743,20.189
1,inc,64,0345901,20.192
1,inc,64,0383801,20.195
1,inc,64,0425854,20.089
1,inc,64,0472514,20.241
1,inc,64,0524288,20.564
1,addnext,8,0001024,25.548
1,addnext,8,0001136,28.944
1,addnext,8,0001260,25.145
1,addnext,8,0001398,25.244
1,addnext,8,0001552,25.129
1,addnext,8,0001722,25.089
1,addnext,8,0001910,25.183
1,addnext,8,0002120,25.172
1,addnext,8,0002352,25.389
1,addnext,8,0002610,25.353
1,addnext,8,0002896,25.128
1,addnext,8,0003213,25.136
1,addnext,8,0003565,25.161
1,addnext,8,0003956,25.143
1,addnext,8,0004389,25.282
1,addnext,8,0004870,26.039
1,addnext,8,0005404,25.119
1,addnext,8,0005996,25.253
1,addnext,8,0006653,25.115
1,addnext,8,0007383,25.106
1,addnext,8,0008192,25.662
1,addnext,8,0009089,25.103
1,addnext,8,0010085,25.143
1,addnext,8,0011190,25.104
1,addnext,8,0012416,25.523
1,addnext,8,0013777,25.200
1,addnext,8,0015286,25.492
1,addnext,8,0016961,25.143
1,addnext,8,0018820,25.297
1,addnext,8,0020882,25.163
1,addnext,8,0023170,25.335
1,addnext,8,0025709,25.361
1,addnext,8,0028526,25.225
1,addnext,8,0031651,25.320
1,addnext,8,0035119,25.356
1,addnext,8,0038967,25.392
1,addnext,8,0043237,25.460
1,addnext,8,0047975,25.391
1,addnext,8,0053231,25.446
1,addnext,8,0059064,25.432
1,addnext,8,0065536,25.357
1,addnext,8,0072716,25.326
1,addnext,8,0080684,25.362
1,addnext,8,0089524,25.277
1,addnext,8,0099334,25.292
1,addnext,8,0110217,25.277
1,addnext,8,0122294,25.273
1,addnext,8,0135694,25.294
1,addnext,8,0150562,25.262
1,addnext,8,0167059,25.260
1,addnext,8,0185363,25.268
1,addnext,8,0205674,25.330
1,addnext,8,0228209,25.304
1,addnext,8,0253214,25.287
1,addnext,8,0280958,25.286
1,addnext,8,0311743,25.296
1,addnext,8,0345901,25.280
1,addnext,8,0383801,25.273
1,addnext,8,0425854,25.300
1,addnext,8,0472514,25.321
1,addnext,8,0524288,25.413
1,addnext,16,0001024,25.650
1,addnext,16,0001136,25.363
1,addnext,16,0001260,25.228
1,addnext,16,0001398,25.390
1,addnext,16,0001552,25.270
1,addnext,16,0001722,25.192
1,addnext,16,0001910,25.270
1,addnext,16,0002120,25.209
1,addnext,16,0002352,25.158
1,addnext,16,0002610,25.150
1,addnext,16,0002896,25.126
1,addnext,16,0003213,25.126
1,addnext,16,0003565,25.113
1,addnext,16,0003956,25.111
1,addnext,16,0004389,25.149
1,addnext,16,0004870,25.123
1,addnext,16,0005404,26.007
1,addnext,16,0005996,25.120
1,addnext,16,0006653,25.131
1,addnext,16,0007383,25.533
1,addnext,16,0008192,25.164
1,addnext,16,0009089,25.279
1,addnext,16,0010085,25.260
1,addnext,16,0011190,25.111
1,addnext,16,0012416,25.544
1,addnext,16,0013777,25.148
1,addnext,16,0015286,25.468
1,addnext,16,0016961,25.114
1,addnext,16,0018820,25.202
1,addnext,16,0020882,25.142
1,addnext,16,0023170,25.598
1,addnext,16,0025709,25.335
1,addnext,16,0028526,25.191
1,addnext,16,0031651,25.372
1,addnext,16,0035119,25.459
1,addnext,16,0038967,25.635
1,addnext,16,0043237,25.632
1,addnext,16,0047975,25.662
1,addnext,16,0053231,25.672
1,addnext,16,0059064,25.600
1,addnext,16,0065536,25.725
1,addnext,16,0072716,25.467
1,addnext,16,0080684,25.447
1,addnext,16,0089524,25.410
1,addnext,16,0099334,25.420
1,addnext,16,0110217,25.426
1,addnext,16,0122294,25.360
1,addnext,16,0135694,25.396
1,addnext,16,0150562,25.390
1,addnext,16,0167059,25.422
1,addnext,16,0185363,25.372
1,addnext,16,0205674,25.375
1,addnext,16,0228209,25.384
1,addnext,16,0253214,25.399
1,addnext,16,0280958,25.393
1,addnext,16,0311743,25.407
1,addnext,16,0345901,25.399
1,addnext,16,0383801,25.370
1,addnext,16,0425854,25.402
1,addnext,16,0472514,25.418
1,addnext,16,0524288,25.617
1,addnext,32,0001024,25.665
1,addnext,32,0001136,25.308
1,addnext,32,0001260,25.508
1,addnext,32,0001398,25.446
1,addnext,32,0001552,25.223
1,addnext,32,0001722,25.216
1,addnext,32,0001910,25.327
1,addnext,32,0002120,25.351
1,addnext,32,0002352,25.141
1,addnext,32,0002610,25.192
1,addnext,32,0002896,25.240
1,addnext,32,0003213,25.286
1,addnext,32,0003565,26.601
1,addnext,32,0003956,25.119
1,addnext,32,0004389,25.107
1,addnext,32,0004870,25.177
1,addnext,32,0005404,25.137
1,addnext,32,0005996,25.117
1,addnext,32,0006653,25.124
1,addnext,32,0007383,25.111
1,addnext,32,0008192,25.173
1,addnext,32,0009089,25.609
1,addnext,32,0010085,25.118
1,addnext,32,0011190,25.622
1,addnext,32,0012416,25.142
1,addnext,32,0013777,25.127
1,addnext,32,0015286,25.880
1,addnext,32,0016961,25.161
1,addnext,32,0018820,25.139
1,addnext,32,0020882,25.415
1,addnext,32,0023170,25.430
1,addnext,32,0025709,25.171
1,addnext,32,0028526,25.294
1,addnext,32,0031651,25.566
1,addnext,32,0035119,25.611
1,addnext,32,0038967,26.051
1,addnext,32,0043237,26.069
1,addnext,32,0047975,26.057
1,addnext,32,0053231,26.024
1,addnext,32,0059064,26.066
1,addnext,32,0065536,25.867
1,addnext,32,0072716,25.795
1,addnext,32,0080684,25.746
1,addnext,32,0089524,25.722
1,addnext,32,0099334,25.648
1,addnext,32,0110217,25.824
1,addnext,32,0122294,25.617
1,addnext,32,0135694,25.646
1,addnext,32,0150562,25.754
1,addnext,32,0167059,25.644
1,addnext,32,0185363,25.595
1,addnext,32,0205674,25.586
1,addnext,32,0228209,25.651
1,addnext,32,0253214,25.621
1,addnext,32,0280958,25.603
1,addnext,32,0311743,25.601
1,addnext,32,0345901,25.596
1,addnext,32,0383801,25.669
1,addnext,32,0425854,25.543
1,addnext,32,0472514,25.646
1,addnext,32,0524288,25.941
1,addnext,64,0001024,25.426
1,addnext,64,0001136,25.583
1,addnext,64,0001260,25.368
1,addnext,64,0001398,25.241
1,addnext,64,0001552,25.485
1,addnext,64,0001722,25.534
1,addnext,64,0001910,25.401
1,addnext,64,0002120,25.283
1,addnext,64,0002352,25.225
1,addnext,64,0002610,25.124
1,addnext,64,0002896,25.162
1,addnext,64,0003213,25.139
1,addnext,64,0003565,26.975
1,addnext,64,0003956,25.093
1,addnext,64,0004389,25.117
1,addnext,64,0004870,25.214
1,addnext,64,0005404,25.821
1,addnext,64,0005996,25.124
1,addnext,64,0006653,25.131
1,addnext,64,0007383,25.159
1,addnext,64,0008192,25.117
1,addnext,64,0009089,25.109
1,addnext,64,0010085,25.652
1,addnext,64,0011190,25.124
1,addnext,64,0012416,25.462
1,addnext,64,0013777,25.124
1,addnext,64,0015286,25.548
1,addnext,64,0016961,25.184
1,addnext,64,0018820,25.141
1,addnext,64,0020882,25.210
1,addnext,64,0023170,25.399
1,addnext,64,0025709,25.412
1,addnext,64,0028526,25.317
1,addnext,64,0031651,25.681
1,addnext,64,0035119,26.053
1,addnext,64,0038967,26.724
1,addnext,64,0043237,26.989
1,addnext,64,0047975,26.942
1,addnext,64,0053231,26.929
1,addnext,64,0059064,26.973
1,addnext,64,0065536,26.567
1,addnext,64,0072716,26.489
1,addnext,64,0080684,26.415
1,addnext,64,0089524,26.373
1,addnext,64,0099334,26.288
1,addnext,64,0110217,26.319
1,addnext,64,0122294,26.254
1,addnext,64,0135694,26.186
1,addnext,64,0150562,26.262
1,addnext,64,0167059,26.072
1,addnext,64,0185363,26.111
1,addnext,64,0205674,26.063
1,addnext,64,0228209,26.111
1,addnext,64,0253214,26.052
1,addnext,64,0280958,26.076
1,addnext,64,0311743,26.104
1,addnext,64,0345901,26.011
1,addnext,64,0383801,26.006
1,addnext,64,0425854,25.936
1,addnext,64,0472514,26.098
1,addnext,64,0524288,26.887
